HRV (ms),0
114.0,-0.4466733235009929
53.0,-0.35585798716644274
58.0,-0.3540585106455226
60.0,-0.34131138116508775
57.0,-0.48395644506527463
43.0,-0.4851718643822504
70.0,-0.5384930821178353
33.0,-0.48000774849371053
36.0,-0.23991451032871275
23.0,-0.5563596544010281
44.0,-0.2603035897360413
84.0,-0.29405454799734715
43.0,-0.5802876811813071
43.0,-0.5802876811813071
32.0,-0.36051681114217793
21.0,-0.2403312612264354
27.0,-0.43560011371067847
54.0,-0.7734355382785838
68.0,-0.6738498657068577
40.0,-0.36473174330475006
30.0,-0.35091209142145247
51.0,-0.55768260207617
31.0,-0.48232587995614334
33.0,-0.38416760599315014
17.0,-0.613214213471202
52.0,-0.3298208095892281
35.0,-0.16265045524740007
38.0,-0.2090308607275471
65.0,-0.48430319555876766
62.0,-0.7399881542668404
21.0,-0.3777796236374688
0.8,-0.587656741922287
22.0,-0.31983515042234384
63.0,-0.29623129011571103
68.0,-0.1511749529727437
72.0,-0.6201849578546142
62.0,-0.305368567811439
39.0,-0.3948490329908335
70.0,-0.4295774563913044
40.0,-0.39115523251882833
89.0,-0.678214241255684
88.0,-0.5181750141410986
72.0,-0.30218790489813346
60.0,-0.44952357381152036
62.0,-0.560686172207004
48.0,-0.24370838463542585
52.0,-0.34822826111466776
53.0,-0.42763949481644503
32.0,-0.404623345284016
35.0,-0.3140120251385576
37.0,-0.2607526012161241
122.0,-0.634715274670271
54.0,-0.2999465723461677
86.0,-0.4063623826309601
55.0,-0.37524253614932995
18.0,-0.2623166300526871
18.0,-0.2623166300526871
64.0,-0.2707736082442618
45.0,-0.6493228986468527
38.0,-0.4207883282646902
91.0,-0.3536778542727325
120.0,-0.26029828340034883
129.0,-0.5336430708472449
46.0,-0.5175484354208677
25.0,-0.35616192559120724
38.0,-0.489723471727239
72.0,-0.20618588037484448
72.0,-0.4018627457922298
70.0,-0.2200202039679167
16.0,-0.7099947556017353
23.0,-0.34380624264612575
51.0,-0.47682276534419155
30.0,-0.36464501550081724
65.0,-0.6111446416496857
29.0,-0.3689094201933087
49.0,-0.33062440154455786
29.0,-0.346097823108264
70.0,-0.5020675499123062
43.0,-0.4120156645663882
57.0,-0.35167404450956463
37.0,-0.6594423388744712
233.0,-0.33968049903242575
58.0,-0.6516480513281483
65.0,-0.3131939194825324
50.0,-0.46548597021922294
17.0,-0.4223203367719166
72.0,-0.36045247627048466
118.0,-0.39822961906725624
29.0,-0.37028741711535096
105.0,-0.6109395973504185
40.0,-0.39287741041480606
67.0,-0.3037750881542609
28.0,-0.3857922479175853
37.0,-0.23528916870145497
23.0,-0.3313681961305888
32.0,-0.5458013115458906
69.0,-0.4285482578610646
36.0,-0.34031798035993377
41.0,-0.35503598452796337
40.0,-0.24688566674032644
47.0,-0.25896120017835783
41.0,-0.31115851799103716
34.0,-0.3891416607507262
58.0,-0.48764639060690335
34.0,-0.32499323911676387
44.0,-0.4187230584774954
35.0,-0.3593327951223436
60.0,-0.39451893600718174
56.0,-0.3526278786090313
22.0,-0.4964020104776631
84.0,-0.4037115466702584
54.0,-0.17541279816313587
76.0,-0.40553265578895753
63.0,-0.2818843183397681
75.0,-0.5550908953303005
15.0,-0.2995594214128041
19.0,-0.2995594214128041
146.0,-0.3253783918925644
29.0,-0.3118845149688726
31.0,-0.3602801455846868
29.0,-0.4657126314431031
40.0,-0.4196498169799507
69.0,-0.4280307551411326
34.0,-0.37839431510990557
35.0,-0.4173906390286911
